protocol,seed,depth,gradient_norm,direct_loss_drop,shuffled_loss_drop,existing_cosine,oracle_cosine,existing_sign_agreement,oracle_sign_agreement
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,66688577b9afd8d3,7,4.685372829,0.022899782,-0.006044290,0.549160361,0.907842696,0.619628906,0.951660156
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,84207eb1397454e6,7,4.652692795,0.022549551,-0.005426736,0.576567650,0.899890244,0.632812500,0.950683594
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,22dbf0f8b63ad0fd,7,4.684358597,0.022973862,-0.005700005,0.560680866,0.895116985,0.626220703,0.950927734
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,40936a22378f4d10,7,4.610232830,0.022364262,-0.006065150,0.576673269,0.905397654,0.625976562,0.940429688
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,ef4aec6db755c927,7,4.759355068,0.023523850,-0.005853372,0.561218798,0.894107461,0.608642578,0.947509766
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,0d026597341a453a,7,4.602511406,0.021967184,-0.005181045,0.573313236,0.902950644,0.631835938,0.952148438
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,ab35dfdeb5e0c151,7,4.541047573,0.021457098,-0.005179479,0.569155872,0.894971609,0.630859375,0.938964844
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,c9ed511832b53d64,7,4.736496449,0.023397490,-0.006290311,0.550026238,0.897951424,0.627685547,0.951904297
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,57a4cb43b27bb97b,7,4.736901760,0.023298167,-0.005038607,0.554798186,0.902803302,0.595703125,0.948730469
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,f65c4c8d33c0358e,7,4.825649738,0.023914887,-0.007515232,0.528268337,0.883550882,0.615966797,0.947021484
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,1417c634b096b1a5,7,4.815691471,0.024427414,-0.006847509,0.553132236,0.907287002,0.575683594,0.945312500
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,d6753df03e0d7c14,8,5.391855240,0.030310493,-0.007129751,0.553121567,0.913507462,0.615722656,0.946777344
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,742cb73bbfd3f82b,8,5.388338566,0.030375605,-0.007653713,0.570846617,0.925258756,0.639160156,0.958984375
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,92e429653c98743e,8,5.562505722,0.031940784,-0.007857067,0.538139820,0.913696945,0.625732422,0.949462891
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,309fa2acbc6ef055,8,5.638500690,0.032807082,-0.008894340,0.524806261,0.922112465,0.599609375,0.940917969
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,5f5724d63d336c68,8,5.580964088,0.032233320,-0.008152479,0.542822838,0.915271580,0.634033203,0.956298828
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,fd0e9e11baf9e87f,8,5.617117405,0.032678604,-0.007082257,0.528921843,0.920093000,0.620605469,0.961425781
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,1bc6105b3a4e6492,8,5.367055893,0.029974539,-0.008652347,0.549998343,0.918196797,0.639648438,0.956054688
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,b9f98982bb14e0a9,8,5.510321140,0.031438697,-0.008213480,0.559934974,0.916013837,0.627685547,0.955322266
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,c7b103cc38d95cbc,8,5.605308533,0.032286689,-0.008280151,0.530415475,0.920291364,0.641845703,0.958740234
binn-hybrid-diagnostic-v3-fe72201b01e57cfe,66688577b9afd8d3,8,5.568623066,0.031898696,-0.006812907,0.519948184,0.911036611,0.600097656,0.955566406
